,title,author_info,rating,pros,cons,helpful
331,great people to work with.,"Nov 15, 2021 - Receptionist",4.0,Great people to work with. Great environment.,They overwork their employees and demand a lot for what they compensate.,Be the first to find this review helpful
332,Good Experience for Interns,"Nov 12, 2021 - Internship",4.0,A lot of projects to do,The company is big and can be overwhelming at first,Be the first to find this review helpful
333,Review,"Oct 26, 2021 - SERVICE ADVISOR in Stoke-on-Trent, England",5.0,Friendly people To work with Good wages,Work pressure from customer’s satisfaction,1 person found this review helpful
334,Happy,"Oct 28, 2021 - Sales Associate in Rickmansworth, England",5.0,Cars and the people I worked with,Being made redundant was my,Be the first to find this review helpful
335,okay,"Oct 12, 2021 - Konstrukteur und Entwicklungsingenieur in Braunschweig",5.0,"Gehalt, Betriebsrente, Sonderzahlungen, Altersteilzeit, 35 Stundenwoche",es gibt zu viele Streber,Be the first to find this review helpful
336,Great company!!,"Oct 5, 2021 - Anonymous Employee",5.0,Excellent international company. Great benefits.,Sometimes work becomes a bit bureaucratic,Be the first to find this review helpful
337,n/a,"Oct 5, 2021 - Designer in Hyderābād",5.0,good better excellent is was,nothing is downside over there,Be the first to find this review helpful
338,Great employer,"Nov 29, 2021 - Mechanical Engineer in Lisbon, Lisbon",4.0,Great employer with great challenges,there are no cons in VW,Be the first to find this review helpful
339,Overall Nice Place to Work,"Oct 29, 2021 - Senior Product Analyst in São Bernardo do Campo",4.0,Nice to learn about corporate and professional relations Great place to build a relevant network Job stability,Bureaucratic and slow decision-making company No meritocracy plan to recognize employees Professional opportunities are not clearly shared Competitive salaries have been decreasing steadily in the last years,Be the first to find this review helpful
340,great people to work with.,"Nov 15, 2021 - Receptionist",4.0,Great people to work with. Great environment.,They overwork their employees and demand a lot for what they compensate.,Be the first to find this review helpful
341,Work shop manager,"Sep 14, 2021 - Workshop Manager in Cairo, Cairo Governorate",5.0,Work with team Response for all work shop,There is no nagtive points,Be the first to find this review helpful
342,Good Experience for Interns,"Nov 12, 2021 - Internship",4.0,A lot of projects to do,The company is big and can be overwhelming at first,Be the first to find this review helpful
343,no,"Nov 18, 2021 - Credit Analyst in Pune",4.0,it is nice company nice reputation,it is not a good managment,Be the first to find this review helpful
344,"Good company, Bad Manegers","Nov 10, 2021 - Cost Accountant in Cholula, Puebla",4.0,Benefits. Rental car. Christmas bonus. Profit shares.,Manager very old mind fashion,Be the first to find this review helpful
345,Excellent community environment,"Sep 16, 2021 - Receptionist",5.0,Great progression. Amazing team and management.,Minimum wage and working weekends,Be the first to find this review helpful
346,Very good,"Sep 18, 2021 - Visual Researcher in Frankfurt am Main",5.0,So good to work here,There is nothing to complain,Be the first to find this review helpful
347,Great fake review,"Sep 13, 2021 - Zero Hour Teller in Munich, Bavaria",5.0,Great place to post okay,None none none none nonee,Be the first to find this review helpful
348,The square root of the number of employees do 50% of the work.,"Aug 7, 2021 - Planer in Braunschweig",3.0,"The company provides many benefits, good salary, has a strong reputation and employment seems to be quite secure. There also seems to be a lot of opportunity across the company's many locations.","Not an international working environment with a very German approach; integration of foreign employees given no consideration; and, support from HR is poor with blunt, useless responses.",Be the first to find this review helpful
349,Fine talent,"Sep 6, 2021 - Senior Officer",5.0,Good place to work Value for your views and opinions,Average salary Responsibility is much,Be the first to find this review helpful
350,Environment,"Sep 6, 2021 - Instrumentation Engineer in Pune",5.0,"Good work culture, Seniors are very helpful",No cons because everything is fantastic,Be the first to find this review helpful
351,Good Experience,"Nov 9, 2021 - Product Manager in Berlin",3.0,"International culture, good people, and interesting industry.","Bureaucracy, corporate culture and slow processes.",Be the first to find this review helpful
352,good work experince NA,"Sep 2, 2021 - Anonymous Employee in Pune",5.0,good work experince N A,location Far from the major pune,Be the first to find this review helpful
353,Social responsible and family friendly,"Apr 8, 2021 - Technical Project Manager (Software Engineering) in Wolfsburg, Lower Saxony",3.0,Remote office work possible. Very family friendly. Most of colleagues in Germany are very good colleagues. Very strong workers' union.,"There are 20% old fashioned macho types which still have the old german mentality (from before 1979) which think women are below them. These discriminating bullies are still around, also destructive people from the old management culture, which brought the company to its knees, and with their attitude they destroy the team spirit and demotivate the surrounding team. When these people are managers, they are there for their own gain; they change the position a lot. Although there are also good ones who care for their employees.",1 person found this review helpful
354,Volkswagen of Freehold,"Oct 7, 2015 - Cashier/Receptionist in Freehold, NJ",1.0,"Work was easy, night shift barely anything to do","Hours, No vacation time, management at the time was awful",Be the first to find this review helpful
355,Compliance,"May 18, 2018 - NONE in Herndon, VA",1.0,Friendly staff and good hours,Completely white male dominated and no upward mobility,1 person found this review helpful
356,dont do it!!!,"Oct 5, 2016 - Sales Representative in Dothan, AL",1.0,can be decent money if you're good at prospecting,LONG HOURS COMPLETELY COMMISSION BASED DISHONEST PRACTICES,Be the first to find this review helpful
357,Great Work Culture & Team,"Mar 14, 2022 - CHIEF MANAGER in Mumbai",5.0,Have experienced a good working culture over there ; Amazing co workers,Honestly there is nothing to comment upon the Cons,Be the first to find this review helpful
358,Ok,"Mar 18, 2022 - Quality Engineer in Bratislava",3.0,"13, 14 salary Green koncern Modern offices Flexible hours at my place","Too many byrocracy, too long Not stable place, racios Too little people, minimum hiring Lots of micromanagement",Be the first to find this review helpful
359,perfect,"Mar 8, 2022 - Graduate Student",5.0,home office is a really good option and flexible work time,too much work at the beginning,Be the first to find this review helpful
360,Great company,"Mar 9, 2022 - Sales Executive in Cardiff, Wales",5.0,good pay and management structure,dont have any cons to talk about,Be the first to find this review helpful
361,"Really nice working environment, topics and young people","Mar 3, 2022 - Werkstudent Data Scientist",5.0,--> Nice working environment --> Very interesting topics & projects,Not really any cons apart from typical paper work at big companies,Be the first to find this review helpful
362,Good working environment with nice team,"Mar 18, 2022 - Senior Analyst in Beijing, Beijing",4.0,"Good work life balance, nice team, many learning opportunities",Slow decision-making process; limited chance for rotation,Be the first to find this review helpful
363,Best employer,"Mar 2, 2022 - Project Manager Systems Verification",5.0,Perfect place to work ever,Nothing much to really highlight,Be the first to find this review helpful
364,good,"Feb 17, 2022 - Anonymous Employee",5.0,good workplace environment and friendly,mandatory unpaid overtime which is not great,Be the first to find this review helpful
365,Owner of Product in company and market,"Mar 7, 2022 - Senior Product Manager in Pune",4.0,"Right processes, optimum opportunity, respect for work and values culture","Lobby inside, disproportionate selective growth,",Be the first to find this review helpful
366,It was good,"Mar 11, 2022 - Product Specialist",4.0,Great product and nice perks,Customers don’t like car sales people,Be the first to find this review helpful
367,Projekt ma,"Mar 10, 2022 - Project Manager",3.0,The company use many additional tools,It have too much hierarchy,Be the first to find this review helpful
368,VG BA,"Feb 10, 2022 - Business Analyst in Bedok New Town,",5.0,High exposures and Good benefits,too tired too tired too tired,Be the first to find this review helpful
369,Supervisor,"Mar 2, 2022 - Supervisor in São Paulo, São Paulo",3.0,Good company lots of opportunity,Too much politics in the company,Be the first to find this review helpful
370,VW Shanghai,"Feb 22, 2022 - Engineer",4.0,"Good work life balance, not very busy","Slow salary increase, slow promotion",Be the first to find this review helpful
371,Assembly planning specialist,"Feb 26, 2022 - Planning Specialist in Bratislava",3.0,"big projects, creative work, flexible worktime",lots of stress and pressure,Be the first to find this review helpful
372,Great place to work,"Jan 15, 2022 - Receptionist",5.0,"Flexible scheduling, great coworkers, brand you can be proud about.",Customers are usually difficult to deal with.,Be the first to find this review helpful
373,VWSA,"Dec 15, 2021 - Senior Team LEader in Port Elizabeth",4.0,good working climate and many perks,"long hours and overtime, structure of global corporation",Be the first to find this review helpful
374,stable and giant company,"Dec 14, 2021 - Logistics Manager in Shanghai, Shanghai",4.0,good pay for the young staff,lack of opportunity to promotion,Be the first to find this review helpful
375,Good,"Dec 12, 2021 - Product Manager in Milton Keynes, England",4.0,Development Opportunities & desirable brand / product,Old fashioned culture & Renumeration,Be the first to find this review helpful
376,good company,"Nov 25, 2021 - Manager in Coventry, England",5.0,"I like this company, good leader.",I dont like the food in the company,Be the first to find this review helpful
377,Senior Manager,"Nov 24, 2021 - Anonymous Employee in Pune",5.0,Good worklife balance and good culture,Bad middle management and delay in decision,Be the first to find this review helpful
378,Enjoyable,"Nov 23, 2021 - Administrative Assistant",5.0,"Professional environment, great work life balance",Nothing that comes to my mind,Be the first to find this review helpful
379,How does it feel like,"Nov 15, 2021 - Supply Chain Manager in Beijing, Beijing",5.0,- good culture - nice people - clear career path,growth in salary is slow,Be the first to find this review helpful
380,Great employer,"Nov 29, 2021 - Mechanical Engineer in Lisbon, Lisbon",4.0,Great employer with great challenges,there are no cons in VW,Be the first to find this review helpful
381,Nice place to wirk,"Nov 26, 2021 - Digital Marketing Manager in Dublin, Dublin",4.0,"Nice team culture, good exposure to a well known brand","Salaries not great, progression only happens to the lucky few",1 person found this review helpful
382,Excellent company,"Nov 14, 2021 - Software Engineer in Pune",5.0,Best company to join anytime,Nothing but expetation to develop new things are high,Be the first to find this review helpful
383,Company that appreciates its employees,"Nov 9, 2021 - Automotive Sales in Sydney",5.0,Good working environment with the-best-value-for-money product,Work on the weekends and holidays,Be the first to find this review helpful
384,Wonderful Company,"Nov 9, 2021 - Intern in Wolfsburg, Lower Saxony",5.0,"Location, Global Company, Colleagues, Work and Transparent recruiting",Nothing to write here. As everything was perfect.,Be the first to find this review helpful
385,Salary,"Nov 9, 2021 - Car Salesman in Kildare",5.0,Good commission and nice cars,Long hours and challenging targets,Be the first to find this review helpful
386,no,"Nov 18, 2021 - Credit Analyst in Pune",4.0,it is nice company nice reputation,it is not a good managment,Be the first to find this review helpful
387,Great Opportunity!,"Nov 1, 2021 - Internship in Taipei",5.0,Learn a lot from an international company's views. project planning hr operation,a little bit too stressful,Be the first to find this review helpful
388,great people to work with.,"Nov 15, 2021 - Receptionist",4.0,Great people to work with. Great environment.,They overwork their employees and demand a lot for what they compensate.,Be the first to find this review helpful
389,Good Experience for Interns,"Nov 12, 2021 - Internship",4.0,A lot of projects to do,The company is big and can be overwhelming at first,Be the first to find this review helpful
390,Review,"Oct 26, 2021 - SERVICE ADVISOR in Stoke-on-Trent, England",5.0,Friendly people To work with Good wages,Work pressure from customer’s satisfaction,1 person found this review helpful
391,Happy,"Oct 28, 2021 - Sales Associate in Rickmansworth, England",5.0,Cars and the people I worked with,Being made redundant was my,Be the first to find this review helpful
392,okay,"Oct 12, 2021 - Konstrukteur und Entwicklungsingenieur in Braunschweig",5.0,"Gehalt, Betriebsrente, Sonderzahlungen, Altersteilzeit, 35 Stundenwoche",es gibt zu viele Streber,Be the first to find this review helpful
393,Great company!!,"Oct 5, 2021 - Anonymous Employee",5.0,Excellent international company. Great benefits.,Sometimes work becomes a bit bureaucratic,Be the first to find this review helpful
394,n/a,"Oct 5, 2021 - Designer in Hyderābād",5.0,good better excellent is was,nothing is downside over there,Be the first to find this review helpful
395,Great employer,"Nov 29, 2021 - Mechanical Engineer in Lisbon, Lisbon",4.0,Great employer with great challenges,there are no cons in VW,Be the first to find this review helpful
396,Overall Nice Place to Work,"Oct 29, 2021 - Senior Product Analyst in São Bernardo do Campo",4.0,Nice to learn about corporate and professional relations Great place to build a relevant network Job stability,Bureaucratic and slow decision-making company No meritocracy plan to recognize employees Professional opportunities are not clearly shared Competitive salaries have been decreasing steadily in the last years,Be the first to find this review helpful
397,great people to work with.,"Nov 15, 2021 - Receptionist",4.0,Great people to work with. Great environment.,They overwork their employees and demand a lot for what they compensate.,Be the first to find this review helpful
398,Work shop manager,"Sep 14, 2021 - Workshop Manager in Cairo, Cairo Governorate",5.0,Work with team Response for all work shop,There is no nagtive points,Be the first to find this review helpful
399,Good Experience for Interns,"Nov 12, 2021 - Internship",4.0,A lot of projects to do,The company is big and can be overwhelming at first,Be the first to find this review helpful
400,no,"Nov 18, 2021 - Credit Analyst in Pune",4.0,it is nice company nice reputation,it is not a good managment,Be the first to find this review helpful
401,"Good company, Bad Manegers","Nov 10, 2021 - Cost Accountant in Cholula, Puebla",4.0,Benefits. Rental car. Christmas bonus. Profit shares.,Manager very old mind fashion,Be the first to find this review helpful
402,Excellent community environment,"Sep 16, 2021 - Receptionist",5.0,Great progression. Amazing team and management.,Minimum wage and working weekends,Be the first to find this review helpful
403,Very good,"Sep 18, 2021 - Visual Researcher in Frankfurt am Main",5.0,So good to work here,There is nothing to complain,Be the first to find this review helpful
404,Great fake review,"Sep 13, 2021 - Zero Hour Teller in Munich, Bavaria",5.0,Great place to post okay,None none none none nonee,Be the first to find this review helpful
405,The square root of the number of employees do 50% of the work.,"Aug 7, 2021 - Planer in Braunschweig",3.0,"The company provides many benefits, good salary, has a strong reputation and employment seems to be quite secure. There also seems to be a lot of opportunity across the company's many locations.","Not an international working environment with a very German approach; integration of foreign employees given no consideration; and, support from HR is poor with blunt, useless responses.",Be the first to find this review helpful
406,Fine talent,"Sep 6, 2021 - Senior Officer",5.0,Good place to work Value for your views and opinions,Average salary Responsibility is much,Be the first to find this review helpful
407,Environment,"Sep 6, 2021 - Instrumentation Engineer in Pune",5.0,"Good work culture, Seniors are very helpful",No cons because everything is fantastic,Be the first to find this review helpful
408,Good Experience,"Nov 9, 2021 - Product Manager in Berlin",3.0,"International culture, good people, and interesting industry.","Bureaucracy, corporate culture and slow processes.",Be the first to find this review helpful
409,good work experince NA,"Sep 2, 2021 - Anonymous Employee in Pune",5.0,good work experince N A,location Far from the major pune,Be the first to find this review helpful
410,Social responsible and family friendly,"Apr 8, 2021 - Technical Project Manager (Software Engineering) in Wolfsburg, Lower Saxony",3.0,Remote office work possible. Very family friendly. Most of colleagues in Germany are very good colleagues. Very strong workers' union.,"There are 20% old fashioned macho types which still have the old german mentality (from before 1979) which think women are below them. These discriminating bullies are still around, also destructive people from the old management culture, which brought the company to its knees, and with their attitude they destroy the team spirit and demotivate the surrounding team. When these people are managers, they are there for their own gain; they change the position a lot. Although there are also good ones who care for their employees.",1 person found this review helpful
411,Volkswagen of Freehold,"Oct 7, 2015 - Cashier/Receptionist in Freehold, NJ",1.0,"Work was easy, night shift barely anything to do","Hours, No vacation time, management at the time was awful",Be the first to find this review helpful
412,Compliance,"May 18, 2018 - NONE in Herndon, VA",1.0,Friendly staff and good hours,Completely white male dominated and no upward mobility,1 person found this review helpful
413,dont do it!!!,"Oct 5, 2016 - Sales Representative in Dothan, AL",1.0,can be decent money if you're good at prospecting,LONG HOURS COMPLETELY COMMISSION BASED DISHONEST PRACTICES,Be the first to find this review helpful
414,Great Work Culture & Team,"Mar 14, 2022 - CHIEF MANAGER in Mumbai",5.0,Have experienced a good working culture over there ; Amazing co workers,Honestly there is nothing to comment upon the Cons,Be the first to find this review helpful
415,Ok,"Mar 18, 2022 - Quality Engineer in Bratislava",3.0,"13, 14 salary Green koncern Modern offices Flexible hours at my place","Too many byrocracy, too long Not stable place, racios Too little people, minimum hiring Lots of micromanagement",Be the first to find this review helpful
416,perfect,"Mar 8, 2022 - Graduate Student",5.0,home office is a really good option and flexible work time,too much work at the beginning,Be the first to find this review helpful
417,Great company,"Mar 9, 2022 - Sales Executive in Cardiff, Wales",5.0,good pay and management structure,dont have any cons to talk about,Be the first to find this review helpful
418,"Really nice working environment, topics and young people","Mar 3, 2022 - Werkstudent Data Scientist",5.0,--> Nice working environment --> Very interesting topics & projects,Not really any cons apart from typical paper work at big companies,Be the first to find this review helpful
419,Good working environment with nice team,"Mar 18, 2022 - Senior Analyst in Beijing, Beijing",4.0,"Good work life balance, nice team, many learning opportunities",Slow decision-making process; limited chance for rotation,Be the first to find this review helpful
420,Best employer,"Mar 2, 2022 - Project Manager Systems Verification",5.0,Perfect place to work ever,Nothing much to really highlight,Be the first to find this review helpful
421,good,"Feb 17, 2022 - Anonymous Employee",5.0,good workplace environment and friendly,mandatory unpaid overtime which is not great,Be the first to find this review helpful
422,Owner of Product in company and market,"Mar 7, 2022 - Senior Product Manager in Pune",4.0,"Right processes, optimum opportunity, respect for work and values culture","Lobby inside, disproportionate selective growth,",Be the first to find this review helpful
423,It was good,"Mar 11, 2022 - Product Specialist",4.0,Great product and nice perks,Customers don’t like car sales people,Be the first to find this review helpful
424,Projekt ma,"Mar 10, 2022 - Project Manager",3.0,The company use many additional tools,It have too much hierarchy,Be the first to find this review helpful
425,VG BA,"Feb 10, 2022 - Business Analyst in Bedok New Town,",5.0,High exposures and Good benefits,too tired too tired too tired,Be the first to find this review helpful
426,Supervisor,"Mar 2, 2022 - Supervisor in São Paulo, São Paulo",3.0,Good company lots of opportunity,Too much politics in the company,Be the first to find this review helpful
427,VW Shanghai,"Feb 22, 2022 - Engineer",4.0,"Good work life balance, not very busy","Slow salary increase, slow promotion",Be the first to find this review helpful
428,Assembly planning specialist,"Feb 26, 2022 - Planning Specialist in Bratislava",3.0,"big projects, creative work, flexible worktime",lots of stress and pressure,Be the first to find this review helpful
429,Great place to work,"Jan 15, 2022 - Receptionist",5.0,"Flexible scheduling, great coworkers, brand you can be proud about.",Customers are usually difficult to deal with.,Be the first to find this review helpful
430,Good Company,"Jan 19, 2022 - Anonymous Employee",5.0,"Good culture, people are friendly and polite.","Not very transparent, a lot of pressure",Be the first to find this review helpful
431,VWSA,"Dec 15, 2021 - Senior Team LEader in Port Elizabeth",4.0,good working climate and many perks,"long hours and overtime, structure of global corporation",Be the first to find this review helpful
432,stable and giant company,"Dec 14, 2021 - Logistics Manager in Shanghai, Shanghai",4.0,good pay for the young staff,lack of opportunity to promotion,Be the first to find this review helpful
433,Good,"Dec 12, 2021 - Product Manager in Milton Keynes, England",4.0,Development Opportunities & desirable brand / product,Old fashioned culture & Renumeration,Be the first to find this review helpful
434,good company,"Nov 25, 2021 - Manager in Coventry, England",5.0,"I like this company, good leader.",I dont like the food in the company,Be the first to find this review helpful
435,Senior Manager,"Nov 24, 2021 - Anonymous Employee in Pune",5.0,Good worklife balance and good culture,Bad middle management and delay in decision,Be the first to find this review helpful
436,Enjoyable,"Nov 23, 2021 - Administrative Assistant",5.0,"Professional environment, great work life balance",Nothing that comes to my mind,Be the first to find this review helpful
437,How does it feel like,"Nov 15, 2021 - Supply Chain Manager in Beijing, Beijing",5.0,- good culture - nice people - clear career path,growth in salary is slow,Be the first to find this review helpful
438,Great employer,"Nov 29, 2021 - Mechanical Engineer in Lisbon, Lisbon",4.0,Great employer with great challenges,there are no cons in VW,Be the first to find this review helpful
439,Nice place to wirk,"Nov 26, 2021 - Digital Marketing Manager in Dublin, Dublin",4.0,"Nice team culture, good exposure to a well known brand","Salaries not great, progression only happens to the lucky few",1 person found this review helpful
440,Excellent company,"Nov 14, 2021 - Software Engineer in Pune",5.0,Best company to join anytime,Nothing but expetation to develop new things are high,Be the first to find this review helpful
441,Company that appreciates its employees,"Nov 9, 2021 - Automotive Sales in Sydney",5.0,Good working environment with the-best-value-for-money product,Work on the weekends and holidays,Be the first to find this review helpful
442,Wonderful Company,"Nov 9, 2021 - Intern in Wolfsburg, Lower Saxony",5.0,"Location, Global Company, Colleagues, Work and Transparent recruiting",Nothing to write here. As everything was perfect.,Be the first to find this review helpful
443,Salary,"Nov 9, 2021 - Car Salesman in Kildare",5.0,Good commission and nice cars,Long hours and challenging targets,Be the first to find this review helpful
444,no,"Nov 18, 2021 - Credit Analyst in Pune",4.0,it is nice company nice reputation,it is not a good managment,Be the first to find this review helpful
445,Great Opportunity!,"Nov 1, 2021 - Internship in Taipei",5.0,Learn a lot from an international company's views. project planning hr operation,a little bit too stressful,Be the first to find this review helpful
446,great people to work with.,"Nov 15, 2021 - Receptionist",4.0,Great people to work with. Great environment.,They overwork their employees and demand a lot for what they compensate.,Be the first to find this review helpful
447,Good Experience for Interns,"Nov 12, 2021 - Internship",4.0,A lot of projects to do,The company is big and can be overwhelming at first,Be the first to find this review helpful
448,Review,"Oct 26, 2021 - SERVICE ADVISOR in Stoke-on-Trent, England",5.0,Friendly people To work with Good wages,Work pressure from customer’s satisfaction,1 person found this review helpful
449,Happy,"Oct 28, 2021 - Sales Associate in Rickmansworth, England",5.0,Cars and the people I worked with,Being made redundant was my,Be the first to find this review helpful
450,"Good company, Bad Manegers","Nov 10, 2021 - Cost Accountant in Cholula, Puebla",4.0,Benefits. Rental car. Christmas bonus. Profit shares.,Manager very old mind fashion,Be the first to find this review helpful
451,okay,"Oct 12, 2021 - Konstrukteur und Entwicklungsingenieur in Braunschweig",5.0,"Gehalt, Betriebsrente, Sonderzahlungen, Altersteilzeit, 35 Stundenwoche",es gibt zu viele Streber,Be the first to find this review helpful
452,Great company!!,"Oct 5, 2021 - Anonymous Employee",5.0,Excellent international company. Great benefits.,Sometimes work becomes a bit bureaucratic,Be the first to find this review helpful
453,n/a,"Oct 5, 2021 - Designer in Hyderābād",5.0,good better excellent is was,nothing is downside over there,Be the first to find this review helpful
454,Great employer,"Nov 29, 2021 - Mechanical Engineer in Lisbon, Lisbon",4.0,Great employer with great challenges,there are no cons in VW,Be the first to find this review helpful
455,Overall Nice Place to Work,"Oct 29, 2021 - Senior Product Analyst in São Bernardo do Campo",4.0,Nice to learn about corporate and professional relations Great place to build a relevant network Job stability,Bureaucratic and slow decision-making company No meritocracy plan to recognize employees Professional opportunities are not clearly shared Competitive salaries have been decreasing steadily in the last years,Be the first to find this review helpful
456,great people to work with.,"Nov 15, 2021 - Receptionist",4.0,Great people to work with. Great environment.,They overwork their employees and demand a lot for what they compensate.,Be the first to find this review helpful
457,Work shop manager,"Sep 14, 2021 - Workshop Manager in Cairo, Cairo Governorate",5.0,Work with team Response for all work shop,There is no nagtive points,Be the first to find this review helpful
458,Good Experience for Interns,"Nov 12, 2021 - Internship",4.0,A lot of projects to do,The company is big and can be overwhelming at first,Be the first to find this review helpful
459,no,"Nov 18, 2021 - Credit Analyst in Pune",4.0,it is nice company nice reputation,it is not a good managment,Be the first to find this review helpful
460,"Good company, Bad Manegers","Nov 10, 2021 - Cost Accountant in Cholula, Puebla",4.0,Benefits. Rental car. Christmas bonus. Profit shares.,Manager very old mind fashion,Be the first to find this review helpful
461,Excellent community environment,"Sep 16, 2021 - Receptionist",5.0,Great progression. Amazing team and management.,Minimum wage and working weekends,Be the first to find this review helpful
462,Very good,"Sep 18, 2021 - Visual Researcher in Frankfurt am Main",5.0,So good to work here,There is nothing to complain,Be the first to find this review helpful
463,Great fake review,"Sep 13, 2021 - Zero Hour Teller in Munich, Bavaria",5.0,Great place to post okay,None none none none nonee,Be the first to find this review helpful
464,The square root of the number of employees do 50% of the work.,"Aug 7, 2021 - Planer in Braunschweig",3.0,"The company provides many benefits, good salary, has a strong reputation and employment seems to be quite secure. There also seems to be a lot of opportunity across the company's many locations.","Not an international working environment with a very German approach; integration of foreign employees given no consideration; and, support from HR is poor with blunt, useless responses.",Be the first to find this review helpful
465,Fine talent,"Sep 6, 2021 - Senior Officer",5.0,Good place to work Value for your views and opinions,Average salary Responsibility is much,Be the first to find this review helpful
466,Environment,"Sep 6, 2021 - Instrumentation Engineer in Pune",5.0,"Good work culture, Seniors are very helpful",No cons because everything is fantastic,Be the first to find this review helpful
467,Good Experience,"Nov 9, 2021 - Product Manager in Berlin",3.0,"International culture, good people, and interesting industry.","Bureaucracy, corporate culture and slow processes.",Be the first to find this review helpful
468,good work experince NA,"Sep 2, 2021 - Anonymous Employee in Pune",5.0,good work experince N A,location Far from the major pune,Be the first to find this review helpful
469,Social responsible and family friendly,"Apr 8, 2021 - Technical Project Manager (Software Engineering) in Wolfsburg, Lower Saxony",3.0,Remote office work possible. Very family friendly. Most of colleagues in Germany are very good colleagues. Very strong workers' union.,"There are 20% old fashioned macho types which still have the old german mentality (from before 1979) which think women are below them. These discriminating bullies are still around, also destructive people from the old management culture, which brought the company to its knees, and with their attitude they destroy the team spirit and demotivate the surrounding team. When these people are managers, they are there for their own gain; they change the position a lot. Although there are also good ones who care for their employees.",1 person found this review helpful
470,ok,"Aug 23, 2021 - NVH CAE Engineer in São Paulo, São Paulo",5.0,good oportunities nice infrastructure access to development,Salary is difficult to change( have upgrade) and difficult to get a promotion,Be the first to find this review helpful
471,Snns,"Aug 16, 2021 - Vehicle Technician in Brisbane",4.0,Big company to work for,Just a number to the company,Be the first to find this review helpful
472,Jr Financial Controller,"May 20, 2021 - Financial Analyst in Cyberjaya",5.0,Good culture and people in the company.,Adapt changes as new management is different from previous.,Be the first to find this review helpful
473,JOB OPPORTUNITY,"Apr 26, 2021 - Legal Internship in São Paulo, São Paulo",5.0,"Recognition, knowledge, networking, professional evolution, work from home, travel","no hours flexibility, no bonuses, no rewards incentives, lack of communication, no investments in health",Be the first to find this review helpful
474,Sales manager,"May 18, 2021 - Sales Manager in Milton Keynes, England",5.0,"Great place to work, excellent opportunities",Can be quite long hours to be honest,Be the first to find this review helpful
475,Good Student Job,"May 11, 2021 - Front Desk Receptionist",5.0,"Flexible, Good Hours, Paid Vacation and Sick Days, Employement Discount","Long hours, work weekends, not many tasks",Be the first to find this review helpful
476,Great company to work for,"May 10, 2021 - Team Lead in Wolfsburg, Lower Saxony",5.0,"interesting topics for technical people, motivating work environment, young team","slow decision process, nontransparent career processes",Be the first to find this review helpful
477,Great,"May 20, 2021 - Team Lead Customer Service in Vienna",5.0,"Great Colleagues, Great work, Work life balance","Organisation, no clean structure, stress",Be the first to find this review helpful
478,Hod,"May 17, 2021 - Anonymous Employee in Pune",5.0,Work life balance Processs Oriented Organization,"Limited roll, no future strategy",Be the first to find this review helpful
479,Great place to work,"May 11, 2021 - Assistant Marketing",5.0,"Brilliant people, great customer service",I can't fault them. Great company,Be the first to find this review helpful
480,Exciting company to work for,"Apr 23, 2021 - Manager in Uitenhage",5.0,"Challenging, international exposure, great development; good remuneration",Can be stressful; tough targets,Be the first to find this review helpful
481,11,"Jul 30, 2021 - Student in Adelaide",4.0,a very good company in China.,it begin to focus on electrical viehcle.,Be the first to find this review helpful
482,Great Company,"Apr 26, 2021 - Mechanical Engineer in Poznań, Greater Poland",5.0,-health care -summer benefits - good payment - intresting duties - ...,-huge corpo - a lot of papper work - working with ppl - .. -...,Be the first to find this review helpful
483,A great Place to work,"Jul 20, 2021 - Sales Analyst in Dublin, Dublin",4.0,Flexible Work life Balance Car ownership scheme,Limited progression Parking not available on site for all employees,Be the first to find this review helpful
484,Good employer,"Jul 27, 2021 - Volkswagen in Wolfsburg, Lower Saxony",4.0,Good workers union Supportive leadership,Some decisions are based on Politics,Be the first to find this review helpful
485,Ok,"Feb 17, 2021 - Automotive Sales Consultant in Victoria, BC",5.0,"Great team, can be decent money if traffic is there and flood hasn’t happened.. be resilient, tough game","Lack of training, laziness, bad process.. depends on the click factor, you can do better or worse depending where you are",Be the first to find this review helpful
486,Solid employer,"May 2, 2021 - Production Supervisor in Uitenhage",5.0,"Job security, good benefits, major brand",Uncertainty of South African political future,Be the first to find this review helpful
487,good to work,"Apr 29, 2021 - Assistant Manager in Berlin",5.0,best environment for work and good benefits,no downsides of working with volkswagen,Be the first to find this review helpful
488,Nice Company,"Jul 20, 2021 - Software Engineer in New Delhi",4.0,Culture is very good. I really like it,NO cons seen till now,Be the first to find this review helpful
489,"Lazy, transactional culture","Apr 20, 2021 - Anonymous Employee in Taguig",3.0,-A subsidiary of an Ayala company -A bit of the Ayala group of companies benefits -Work-life balance,"-Low pay, no salary increase unless you're a suck-up. HR is not fair with benefits and pay. -Lazy culture. No teamwork. They only work to get paid, but there's no passion, dedication to excel and help the company -Rare that you'll get career growth",Be the first to find this review helpful
490,recruitment of IT profiles,"Apr 28, 2021 - Talent Acquisition in Póvoa de Lisboa",5.0,multinational environment with career progression,a lot of internal bureaucracy,Be the first to find this review helpful
491,Great place to work,"May 11, 2021 - Assistant Marketing",5.0,"Brilliant people, great customer service",I can't fault them. Great company,Be the first to find this review helpful
492,Great company to work for,"May 10, 2021 - Team Lead in Wolfsburg, Lower Saxony",5.0,"interesting topics for technical people, motivating work environment, young team","slow decision process, nontransparent career processes",Be the first to find this review helpful
